epoch,Train_loss,Test_loss,Train_f1_score,Train_auroc,Test_f1_score,Test_auroc
1,0.05036888271570206,0.03369566425681114,0.44768781529821755,0.9263346914971103,0.6957406058927347,0.9695258081390973
2,0.03039180114865303,0.029472220689058304,0.5606547394982616,0.9811980780387006,0.8113640706204764,0.9750752726735822
3,0.023820165544748306,0.019056852906942368,0.6308639614057586,0.9867122833116396,0.8288738428050471,0.9777285562810382
4,0.026597240939736366,0.02202385850250721,0.685968603505143,0.9892175667690924,0.8521401506166527,0.9774530828567276
5,0.01647929474711418,0.013011476024985313,0.7298190002106825,0.9905550890118808,0.8604810295569133,0.9780123072826655
6,0.031858790665864944,0.020558467134833336,0.7635279451289833,0.9912642802873718,0.8642840953420207,0.9780092112419987
7,0.014426929876208305,0.018069466575980186,0.7902744240916267,0.9918515183467199,0.8742361787986823,0.9779377383624099
8,0.011311568319797516,0.015401121228933334,0.8135490003163427,0.9923152493071558,0.8718324405191841,0.9779894535185769
9,0.013166489079594612,0.017910517752170563,0.8304559667699082,0.9927637373686214,0.8761571721581229,0.9781107239100326
10,0.012699725106358528,0.022752022370696068,0.8438682619625242,0.993098006369279,0.8753134865744703,0.9778702657406856
11,0.012150478549301624,0.011610178276896477,0.8572801963745764,0.9934948187266327,0.874965430760569,0.9762664871612593
12,0.012475056573748589,0.013409181497991085,0.8645520446922119,0.9937375419594561,0.876647339132918,0.9777187396729079
13,0.009678937494754791,0.011127720586955547,0.8722861659209699,0.9939389082251758,0.8767097153999935,0.9775099443260904
14,0.01014785561710596,0.013027659617364407,0.878401187495772,0.9941035999340594,0.8861995895925932,0.9775159146239484
15,0.010191035456955433,0.01332960743457079,0.8830346702195735,0.9942883017992491,0.8773003772705982,0.9762865135643723
16,0.009469259530305862,0.011237514205276966,0.8868963119749718,0.9943745767370058,0.8779831033864316,0.9767286626582407
17,0.009229845367372036,0.012986861169338226,0.890245966984298,0.9944704997170299,0.8818792348952379,0.9765401706330477
18,0.01023870799690485,0.012457680888473988,0.8938111194429598,0.9945315598328913,0.8840788526701518,0.9760495907797101
19,0.008296857587993145,0.010992646217346191,0.8960257321579334,0.9946554960587021,0.8773469519460954,0.977207728547455
20,0.009952443651854992,0.01158654224127531,0.8977894577322462,0.9946978561282894,0.883910843472563,0.976708716977162
21,0.007603667676448822,0.009116845205426216,0.8998219662170279,0.994786731272003,0.880822128348125,0.9759632792140497
22,0.006885495502501726,0.010068650357425213,0.9016607389623617,0.9948206578263861,0.8829896635821516,0.9768795010078124
23,0.00835595466196537,0.011940482072532177,0.9028009369456341,0.9948781184067311,0.8757070896621675,0.9770817723519795
24,0.007519522216171026,0.008195465430617332,0.9040002394259623,0.9949285780928265,0.8770586962501296,0.9766476798625354
25,0.006901501212269068,0.011689464561641216,0.9047279883035093,0.9949335304439274,0.8778834837602688,0.9763449454169802
